user-id,user-age,user-gender,user-nationality,user-knowledge,user-loyalty,user-loan,user-income,user-savings,user-properties,user-riskAversion,user-marital,user-dependents,user-pension,product-type,product-risk,product-term,product-yield,transaction-id,year,month
ID515,27,male,local,low,sporadic,no,6207,50510,0,low,married,6,271164,stock,low,30,low,T5034,2015,11
ID515,27,male,local,low,sporadic,no,6207,50510,0,low,married,6,271164,etf,high,5,high,T5035,2018,7
ID515,27,male,local,low,sporadic,no,6207,50510,0,low,married,6,271164,etf,high,20,high,T5036,2017,5
ID517,45,female,local,high,new,no,12406,115758,0,high,married,3,1982232,etf,low,10,low,T5037,2018,7
ID517,45,female,local,high,new,no,12406,115758,0,high,married,3,1982232,etf,low,30,low,T5038,2016,12
ID517,45,female,local,high,new,no,12406,115758,0,high,married,3,1982232,bond,high,1,high,T5039,2016,10
ID518,46,male,local,low,new,no,13730,175147,1,high,married,0,3744625,etf,high,30,high,T5040,2016,6
ID519,39,male,foreign,low,new,no,10621,146457,0,low,married,0,3325734,stock,low,10,low,T5041,2018,8
ID520,46,female,local,low,new,no,12407,200920,1,high,married,0,5069375,bond,high,5,high,T5042,2018,3
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,etf,high,5,high,T5043,2018,6
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,etf,high,20,high,T5044,2017,5
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,bond,medium,1,medium,T5045,2017,10
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,etf,low,30,low,T5046,2016,2
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,stock,high,20,high,T5047,2018,12
ID521,42,male,local,low,sporadic,no,11460,112792,2,high,single,0,2231418,etf,medium,1,medium,T5048,2018,6
ID522,45,male,local,medium,new,yes,13116,159911,3,high,divorced,0,1685280,stock,medium,20,medium,T5049,2016,4
ID522,45,male,local,medium,new,yes,13116,159911,3,high,divorced,0,1685280,etf,high,10,high,T5050,2017,9
ID522,45,male,local,medium,new,yes,13116,159911,3,high,divorced,0,1685280,bond,high,30,high,T5051,2018,6
ID523,52,female,local,low,long-term,no,14860,144617,0,high,married,0,2241827,etf,low,5,low,T5052,2017,9
ID523,52,female,local,low,long-term,no,14860,144617,0,high,married,0,2241827,stock,medium,20,medium,T5053,2015,11
ID523,52,female,local,low,long-term,no,14860,144617,0,high,married,0,2241827,bond,medium,1,medium,T5054,2018,12
ID523,52,female,local,low,long-term,no,14860,144617,0,high,married,0,2241827,etf,high,20,high,T5055,2019,12
ID524,52,female,foreign,low,new,no,15487,143216,4,high,married,0,5781996,etf,high,30,high,T5056,2018,8
ID525,41,female,foreign,high,new,no,10742,77653,1,high,single,0,3472520,etf,low,1,low,T5057,2015,1
ID525,41,female,foreign,high,new,no,10742,77653,1,high,single,0,3472520,bond,high,30,high,T5058,2015,2
ID525,41,female,foreign,high,new,no,10742,77653,1,high,single,0,3472520,etf,high,1,high,T5059,2019,9
ID525,41,female,foreign,high,new,no,10742,77653,1,high,single,0,3472520,stock,high,5,high,T5060,2018,2
ID526,55,male,local,low,new,no,17122,169612,2,high,married,0,6242842,etf,high,1,high,T5061,2019,4
ID526,55,male,local,low,new,no,17122,169612,2,high,married,0,6242842,etf,high,1,high,T5062,2016,8
ID526,55,male,local,low,new,no,17122,169612,2,high,married,0,6242842,etf,low,10,low,T5063,2015,8
ID527,44,female,local,low,long-term,no,12509,87556,1,high,single,2,2894320,bond,medium,5,medium,T5064,2017,3
ID527,44,female,local,low,long-term,no,12509,87556,1,high,single,2,2894320,etf,low,30,low,T5065,2017,8
ID528,35,female,local,low,sporadic,yes,8617,93739,0,low,single,0,1438052,etf,medium,10,medium,T5066,2017,3
ID528,35,female,local,low,sporadic,yes,8617,93739,0,low,single,0,1438052,etf,high,20,high,T5067,2016,8
ID529,48,male,foreign,low,long-term,no,14461,211060,2,high,married,0,5798304,etf,low,10,low,T5068,2017,7
ID529,48,male,foreign,low,long-term,no,14461,211060,2,high,married,0,5798304,bond,high,10,high,T5069,2018,3
ID529,48,male,foreign,low,long-term,no,14461,211060,2,high,married,0,5798304,bond,low,20,low,T5070,2015,2
ID529,48,male,foreign,low,long-term,no,14461,211060,2,high,married,0,5798304,bond,high,30,high,T5071,2018,8
ID530,48,male,local,low,long-term,no,13427,131479,1,high,single,0,3396870,bond,high,1,high,T5072,2018,8
ID530,48,male,local,low,long-term,no,13427,131479,1,high,single,0,3396870,stock,high,20,high,T5073,2016,1
ID530,48,male,local,low,long-term,no,13427,131479,1,high,single,0,3396870,etf,low,5,low,T5074,2017,3
ID530,48,male,local,low,long-term,no,13427,131479,1,high,single,0,3396870,etf,high,30,high,T5075,2016,7
ID531,39,female,local,low,new,yes,11541,65682,0,low,single,0,876816,etf,high,10,high,T5076,2019,8
ID531,39,female,local,low,new,yes,11541,65682,0,low,single,0,876816,stock,low,1,low,T5077,2015,3
ID532,41,male,local,low,new,no,10275,109457,2,high,married,0,1231100,etf,low,1,low,T5078,2017,2
ID532,41,male,local,low,new,no,10275,109457,2,high,married,0,1231100,etf,high,5,high,T5079,2016,9
ID533,52,female,local,low,new,yes,15575,167947,3,high,single,0,3885633,stock,high,20,high,T5080,2016,10
ID533,52,female,local,low,new,yes,15575,167947,3,high,single,0,3885633,bond,high,10,high,T5081,2016,3
ID533,52,female,local,low,new,yes,15575,167947,3,high,single,0,3885633,etf,low,1,low,T5082,2019,4
ID533,52,female,local,low,new,yes,15575,167947,3,high,single,0,3885633,etf,medium,5,medium,T5083,2017,6
ID533,52,female,local,low,new,yes,15575,167947,3,high,single,0,3885633,etf,low,20,low,T5084,2017,11
ID535,33,male,foreign,low,sporadic,yes,7808,109534,0,low,single,0,330144,etf,low,1,low,T5089,2019,6
ID536,43,male,local,high,new,no,11625,151340,0,high,married,1,3004496,stock,low,10,low,T5090,2015,5
ID536,43,male,local,high,new,no,11625,151340,0,high,married,1,3004496,bond,low,10,low,T5091,2018,11
ID536,43,male,local,high,new,no,11625,151340,0,high,married,1,3004496,etf,high,20,high,T5092,2019,9
ID536,43,male,local,high,new,no,11625,151340,0,high,married,1,3004496,etf,high,1,high,T5093,2019,7
ID537,48,male,local,low,new,no,12992,149497,3,high,married,0,3556143,etf,medium,10,medium,T5094,2017,3
ID538,25,female,local,high,new,no,4219,50921,2,low,single,2,189140,bond,high,30,high,T5095,2018,2
ID538,25,female,local,high,new,no,4219,50921,2,low,single,2,189140,etf,low,1,low,T5096,2016,9
ID539,37,male,local,low,new,no,9052,83697,2,low,married,0,2947104,etf,high,5,high,T5097,2016,12
ID539,37,male,local,low,new,no,9052,83697,2,low,married,0,2947104,bond,low,10,low,T5098,2018,10
ID540,47,male,local,low,long-term,no,12163,126088,4,high,single,2,5665868,bond,high,5,high,T5099,2018,11
ID540,47,male,local,low,long-term,no,12163,126088,4,high,single,2,5665868,bond,low,1,low,T5100,2018,12
ID540,47,male,local,low,long-term,no,12163,126088,4,high,single,2,5665868,etf,low,20,low,T5101,2017,9
ID540,47,male,local,low,long-term,no,12163,126088,4,high,single,2,5665868,etf,high,10,high,T5102,2017,2
ID540,47,male,local,low,long-term,no,12163,126088,4,high,single,2,5665868,etf,low,5,low,T5103,2015,2
ID541,48,male,local,low,new,no,13031,87649,3,high,married,0,6248772,bond,low,30,low,T5104,2018,9
ID541,48,male,local,low,new,no,13031,87649,3,high,married,0,6248772,etf,high,5,high,T5105,2018,2
ID541,48,male,local,low,new,no,13031,87649,3,high,married,0,6248772,etf,high,1,high,T5106,2015,9
ID542,32,male,local,low,sporadic,no,7214,48437,0,low,married,0,358886,etf,low,20,low,T5107,2016,5
ID542,32,male,local,low,sporadic,no,7214,48437,0,low,married,0,358886,etf,high,10,high,T5108,2018,10
ID542,32,male,local,low,sporadic,no,7214,48437,0,low,married,0,358886,etf,high,5,high,T5109,2017,7
ID543,56,female,local,low,new,yes,16730,138525,0,high,single,4,6438180,etf,low,20,low,T5110,2015,3
ID545,41,male,foreign,low,long-term,no,10549,159496,0,high,married,0,3379580,etf,low,1,low,T5112,2018,9
ID545,41,male,foreign,low,long-term,no,10549,159496,0,high,married,0,3379580,stock,medium,5,medium,T5113,2018,3
ID547,43,female,local,low,new,no,10590,72730,0,high,divorced,1,2286394,bond,medium,5,medium,T5114,2017,11
ID547,43,female,local,low,new,no,10590,72730,0,high,divorced,1,2286394,etf,low,10,low,T5115,2019,2
ID547,43,female,local,low,new,no,10590,72730,0,high,divorced,1,2286394,etf,low,30,low,T5116,2016,11
ID547,43,female,local,low,new,no,10590,72730,0,high,divorced,1,2286394,bond,low,30,low,T5117,2015,3
ID548,41,female,local,high,new,no,11885,127911,1,high,married,2,2468980,bond,high,20,high,T5118,2018,2
ID548,41,female,local,high,new,no,11885,127911,1,high,married,2,2468980,etf,high,1,high,T5119,2019,3
ID548,41,female,local,high,new,no,11885,127911,1,high,married,2,2468980,etf,low,5,low,T5120,2017,1
ID550,25,female,local,medium,new,no,4093,38640,1,low,married,3,97508,stock,high,30,high,T5121,2016,12
ID551,48,female,local,medium,new,no,14544,106085,3,high,married,0,5314167,etf,high,20,high,T5122,2017,8
ID551,48,female,local,medium,new,no,14544,106085,3,high,married,0,5314167,stock,low,1,low,T5123,2018,2
ID552,45,male,foreign,low,long-term,no,12094,155909,3,high,single,3,24960,bond,medium,10,medium,T5124,2017,2
ID552,45,male,foreign,low,long-term,no,12094,155909,3,high,single,3,24960,stock,low,5,low,T5125,2019,12
ID552,45,male,foreign,low,long-term,no,12094,155909,3,high,single,3,24960,etf,medium,10,medium,T5126,2018,8
ID552,45,male,foreign,low,long-term,no,12094,155909,3,high,single,3,24960,bond,low,20,low,T5127,2016,7
ID552,45,male,foreign,low,long-term,no,12094,155909,3,high,single,3,24960,bond,medium,20,medium,T5128,2019,9
ID553,44,female,local,low,new,no,11986,176564,0,high,married,0,2328934,stock,high,30,high,T5129,2019,7
ID553,44,female,local,low,new,no,11986,176564,0,high,married,0,2328934,bond,high,1,high,T5130,2018,9
ID553,44,female,local,low,new,no,11986,176564,0,high,married,0,2328934,bond,medium,10,medium,T5131,2016,1
ID554,29,male,local,low,new,no,5956,55010,4,low,single,1,550152,bond,low,20,low,T5132,2018,12
ID554,29,male,local,low,new,no,5956,55010,4,low,single,1,550152,bond,high,5,high,T5133,2019,3
ID554,29,male,local,low,new,no,5956,55010,4,low,single,1,550152,bond,medium,10,medium,T5134,2016,2
ID554,29,male,local,low,new,no,5956,55010,4,low,single,1,550152,bond,high,1,high,T5135,2016,3
ID554,29,male,local,low,new,no,5956,55010,4,low,single,1,550152,bond,low,30,low,T5136,2018,9
ID555,46,female,local,low,new,no,12430,112877,0,high,married,1,3549125,stock,high,30,high,T5137,2018,2
ID556,28,female,local,medium,new,no,5306,30746,2,low,single,2,63,etf,low,10,low,T5138,2018,2
ID556,28,female,local,medium,new,no,5306,30746,2,low,single,2,63,stock,high,20,high,T5139,2018,12
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,etf,medium,5,medium,T5140,2018,8
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,stock,low,30,low,T5141,2015,2
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,stock,high,5,high,T5142,2019,2
ID557,38,female,local,low,new,no,9821,86641,4,low,single,0,1877718,bond,medium,30,medium,T5143,2019,5
ID558,34,male,local,medium,new,no,8421,102204,4,low,single,1,830414,stock,high,30,high,T5144,2016,6
ID558,34,male,local,medium,new,no,8421,102204,4,low,single,1,830414,etf,medium,1,medium,T5145,2018,9
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,etf,low,10,low,T5146,2018,1
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,bond,high,20,high,T5147,2018,11
ID559,26,female,foreign,low,new,yes,4974,46752,0,low,single,0,264075,etf,medium,5,medium,T5148,2019,1
ID560,42,male,local,low,sporadic,yes,10636,165589,3,high,married,0,2014509,etf,low,30,low,T5149,2019,1
ID560,42,male,local,low,sporadic,yes,10636,165589,3,high,married,0,2014509,etf,high,10,high,T5150,2018,3
ID561,44,female,local,low,long-term,no,12208,83768,5,high,married,0,1162903,etf,low,30,low,T5151,2016,4
ID562,35,male,foreign,medium,sporadic,no,8647,40150,0,low,married,0,1706978,stock,medium,1,medium,T5152,2018,3
ID562,35,male,foreign,medium,sporadic,no,8647,40150,0,low,married,0,1706978,etf,high,1,high,T5153,2018,10
ID564,36,female,local,low,new,no,9189,52120,0,low,divorced,0,1319340,bond,medium,1,medium,T5154,2016,1
ID564,36,female,local,low,new,no,9189,52120,0,low,divorced,0,1319340,etf,low,10,low,T5155,2019,6
ID565,23,female,local,low,new,no,3792,42491,1,low,single,4,117484,etf,low,10,low,T5156,2018,8
ID566,43,female,local,low,new,no,11727,168288,0,high,single,0,1585254,stock,high,5,high,T5157,2017,9
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,stock,high,1,high,T5158,2018,9
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,etf,low,10,low,T5159,2018,7
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,stock,low,1,low,T5160,2016,3
ID567,38,female,local,low,long-term,no,9703,96832,3,low,single,0,1698725,etf,low,5,low,T5161,2017,3
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,etf,high,5,high,T5162,2019,4
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,etf,high,10,high,T5163,2018,2
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,stock,high,5,high,T5164,2015,3
ID569,31,male,local,low,new,no,6605,52490,1,low,married,0,1415900,bond,medium,5,medium,T5165,2018,9
ID571,25,female,foreign,low,new,no,3789,37052,3,low,single,2,185268,stock,high,10,high,T5168,2015,12
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,medium,30,medium,T5169,2017,8
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,high,10,high,T5170,2017,2
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,medium,20,medium,T5171,2018,8
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,bond,low,10,low,T5172,2018,5
ID572,39,female,foreign,low,long-term,no,10195,113780,1,low,married,0,2826396,etf,low,10,low,T5173,2019,6
ID573,31,female,local,low,new,yes,6325,112234,3,low,married,0,924680,stock,high,5,high,T5174,2018,8
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,etf,high,30,high,T5175,2018,1
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,bond,low,10,low,T5176,2015,3
ID574,49,male,local,high,new,yes,15263,241623,1,high,married,7,3613764,etf,low,10,low,T5177,2016,8
ID575,49,female,local,low,new,yes,14630,103989,1,high,married,0,10730804,etf,low,10,low,T5178,2018,5
ID575,49,female,local,low,new,yes,14630,103989,1,high,married,0,10730804,stock,low,5,low,T5179,2016,9
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,bond,low,5,low,T5180,2015,9
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,etf,high,5,high,T5181,2018,1
ID576,41,male,local,low,new,no,10367,160342,1,high,single,0,2011240,bond,low,1,low,T5182,2015,4
ID578,37,female,local,low,sporadic,no,8737,64250,2,low,single,0,764096,stock,medium,5,medium,T5183,2019,3
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,high,10,high,T5184,2019,2
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,medium,10,medium,T5185,2015,5
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,bond,high,5,high,T5186,2018,8
ID579,42,female,local,medium,new,no,11669,96366,0,high,married,0,3412836,etf,low,10,low,T5187,2015,4
ID580,31,male,local,low,new,no,7297,59067,3,low,married,0,889830,etf,low,1,low,T5188,2016,11
ID583,31,female,local,low,new,no,7074,53244,1,low,married,0,922500,etf,low,10,low,T5189,2017,11
ID584,41,male,local,medium,sporadic,no,11407,89495,0,high,single,0,2200600,etf,high,30,high,T5190,2018,11
ID585,43,female,local,low,new,yes,11716,123098,0,high,married,0,1566532,etf,high,30,high,T5191,2018,10
ID586,39,female,local,low,sporadic,no,9177,89652,3,low,married,0,1701432,stock,low,5,low,T5192,2019,1
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,stock,low,30,low,T5193,2018,3
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,high,30,high,T5194,2018,7
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,high,30,high,T5195,2018,3
ID587,49,male,local,high,sporadic,no,14099,135609,5,high,divorced,0,3834432,etf,medium,1,medium,T5196,2017,8
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5197,2018,4
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5198,2016,3
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,5,high,T5199,2018,2
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,bond,medium,10,medium,T5200,2018,3
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,1,high,T5201,2015,9
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,5,high,T5202,2017,3
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,stock,high,20,high,T5203,2017,9
ID588,45,male,foreign,low,sporadic,no,12631,153805,0,high,single,0,2344512,etf,high,30,high,T5204,2015,8
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,stock,medium,5,medium,T5205,2016,8
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,medium,5,medium,T5206,2018,8
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,high,1,high,T5207,2018,3
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,stock,medium,1,medium,T5208,2017,12
ID590,34,male,local,low,sporadic,no,7713,55119,2,low,married,0,814593,etf,medium,10,medium,T5209,2018,7
ID591,50,female,local,low,new,no,14672,108250,3,high,married,2,5671240,etf,low,1,low,T5210,2018,6
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,bond,high,20,high,T5211,2017,1
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,etf,high,1,high,T5212,2018,12
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,etf,high,5,high,T5213,2018,12
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,stock,medium,5,medium,T5214,2019,6
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,stock,high,5,high,T5215,2015,4
ID592,38,male,local,low,new,no,10427,140630,0,low,married,0,1121490,bond,high,5,high,T5216,2017,9
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,etf,high,5,high,T5217,2016,7
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,stock,medium,10,medium,T5218,2016,7
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,bond,medium,30,medium,T5219,2017,2
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,bond,low,30,low,T5220,2018,4
ID593,30,male,local,high,new,no,7018,62532,3,low,single,2,100206,etf,medium,20,medium,T5221,2017,4
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,10,high,T5222,2018,6
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,1,high,T5223,2018,8
ID594,48,male,local,low,new,no,13573,158762,2,high,divorced,0,3263058,etf,high,5,high,T5224,2018,2
ID595,28,male,foreign,low,new,no,5973,109275,1,low,married,1,566209,etf,high,10,high,T5225,2015,8
ID595,28,male,foreign,low,new,no,5973,109275,1,low,married,1,566209,etf,low,5,low,T5226,2015,12
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,stock,low,1,low,T5232,2019,2
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,etf,low,10,low,T5233,2015,3
ID598,42,male,local,low,new,no,10673,142270,0,high,single,0,2411808,stock,low,10,low,T5234,2017,5
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,bond,low,30,low,T5235,2015,6
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,stock,low,10,low,T5236,2016,9
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,etf,high,30,high,T5237,2018,2
ID599,55,male,foreign,low,new,no,15584,204750,0,high,married,0,5237122,etf,high,30,high,T5238,2016,8
ID600,57,male,local,low,new,no,16998,201891,3,high,married,1,5148396,etf,low,10,low,T5239,2015,5
ID601,26,male,local,low,new,no,5043,62482,0,low,married,0,384435,etf,high,5,high,T5240,2019,7
ID601,26,male,local,low,new,no,5043,62482,0,low,married,0,384435,bond,high,10,high,T5241,2018,8
ID602,33,male,local,high,new,no,7947,79175,1,low,married,0,445008,stock,low,10,low,T5242,2017,4
ID602,33,male,local,high,new,no,7947,79175,1,low,married,0,445008,bond,high,10,high,T5243,2018,8
ID603,33,female,local,low,sporadic,no,7213,68956,0,low,married,0,991404,etf,high,5,high,T5244,2017,8
ID603,33,female,local,low,sporadic,no,7213,68956,0,low,married,0,991404,etf,high,1,high,T5245,2018,2
ID603,33,female,local,low,sporadic,no,7213,68956,0,low,married,0,991404,etf,medium,5,medium,T5246,2015,3
ID605,43,female,foreign,low,new,no,12290,129371,1,high,single,0,5500,etf,high,30,high,T5247,2016,2
ID605,43,female,foreign,low,new,no,12290,129371,1,high,single,0,5500,etf,low,10,low,T5248,2018,10
ID605,43,female,foreign,low,new,no,12290,129371,1,high,single,0,5500,etf,low,5,low,T5249,2017,9
ID606,32,female,foreign,low,sporadic,no,7135,84469,1,low,married,4,1165725,bond,medium,20,medium,T5250,2017,8
ID607,53,female,local,low,new,no,16584,155166,4,high,married,1,10412128,stock,medium,30,medium,T5251,2018,9
ID610,41,female,foreign,low,new,no,10647,75786,2,high,married,5,1833620,etf,medium,20,medium,T5255,2016,3
ID611,42,female,local,low,sporadic,no,10996,102260,1,high,single,0,1326675,bond,low,1,low,T5256,2015,9
ID611,42,female,local,low,sporadic,no,10996,102260,1,high,single,0,1326675,bond,low,1,low,T5257,2019,4
ID611,42,female,local,low,sporadic,no,10996,102260,1,high,single,0,1326675,etf,low,20,low,T5258,2018,2
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,stock,low,10,low,T5259,2017,8
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,stock,low,20,low,T5260,2015,8
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,stock,low,20,low,T5261,2015,8
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,stock,high,10,high,T5262,2019,8
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,bond,medium,20,medium,T5263,2018,8
ID612,29,male,local,low,new,yes,6121,61835,3,low,married,2,662352,etf,high,1,high,T5264,2019,6
ID613,44,male,local,low,sporadic,no,12299,120182,1,high,married,2,6431996,etf,low,10,low,T5265,2019,11
ID613,44,male,local,low,sporadic,no,12299,120182,1,high,married,2,6431996,bond,low,1,low,T5266,2016,11
ID613,44,male,local,low,sporadic,no,12299,120182,1,high,married,2,6431996,etf,high,30,high,T5267,2018,9
ID613,44,male,local,low,sporadic,no,12299,120182,1,high,married,2,6431996,etf,high,20,high,T5268,2018,2
ID615,39,male,local,medium,new,no,9578,40021,2,low,divorced,1,2936484,etf,low,10,low,T5270,2018,8
ID615,39,male,local,medium,new,no,9578,40021,2,low,divorced,1,2936484,stock,medium,30,medium,T5271,2018,7
ID615,39,male,local,medium,new,no,9578,40021,2,low,divorced,1,2936484,etf,high,10,high,T5272,2019,8
ID616,37,male,local,low,new,no,8981,83727,0,low,married,1,2196128,bond,medium,30,medium,T5273,2018,6
ID616,37,male,local,low,new,no,8981,83727,0,low,married,1,2196128,stock,low,10,low,T5274,2019,7
ID617,41,female,local,medium,new,no,9892,110165,0,high,single,0,2430280,bond,low,1,low,T5275,2016,5
ID617,41,female,local,medium,new,no,9892,110165,0,high,single,0,2430280,etf,high,1,high,T5276,2019,3
ID618,42,female,foreign,low,new,yes,11136,70256,2,high,married,0,1780632,etf,low,10,low,T5277,2016,6
